[ID,X,Y,SIZE][ 0,  346,   54,  210] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[0,0,255]
[ID,X,Y,SIZE][ 0,  348,   56,  224] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[2,2,255]
[ID,X,Y,SIZE][ 0,  349,   56,  237] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[1,0,255]
[ID,X,Y,SIZE][ 0,  365,   64,  246] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[16,8,255]
[ID,X,Y,SIZE][ 0,  389,   74,  250] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[24,10,255]
[ID,X,Y,SIZE][ 0,  419,   83,  252] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[30,9,255]
[ID,X,Y,SIZE][ 0,  454,   90,  253] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[35,7,255]
[ID,X,Y,SIZE][ 0,  497,   96,  253] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[43,6,255]
[ID,X,Y,SIZE][ 0,  547,   99,  253] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[50,3,255]
[ID,X,Y,SIZE][ 0,  604,  101,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[57,2,255]
[ID,X,Y,SIZE][ 0,  669,  102,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[65,1,255]
[ID,X,Y,SIZE][ 0,  737,  102,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[68,0,255]
[ID,X,Y,SIZE][ 0,  803,  103,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[66,1,255]
[ID,X,Y,SIZE][ 0,  868,  105,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[65,2,255]
[ID,X,Y,SIZE][ 0,  932,  108,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[64,3,255]
[ID,X,Y,SIZE][ 0,  994,  111,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[62,3,255]
[ID,X,Y,SIZE][ 0, 1054,  116,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[60,5,255]
[ID,X,Y,SIZE][ 0, 1113,  123,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[59,7,255]
[ID,X,Y,SIZE][ 0, 1173,  132,  233] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[60,9,255]
[ID,X,Y,SIZE][ 0, 1240,  146,  195] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[67,14,255]
[ID,X,Y,SIZE][ 0, 1312,  160,  133] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[72,14,255]
[ID,X,Y,SIZE][ 0, 1312,  160,  133] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[0,0,255]
Hand Up Gesture Type = GestSingleFingerSlideRight,ID = 15, Start(346,54), End(1312,160)]
[ID,X,Y,SIZE][ 0, 1439,   99,  184] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[127,195,255]
[ID,X,Y,SIZE][ 0, 1436,   99,  195] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[253,0,255]
[ID,X,Y,SIZE][ 0, 1425,   99,  213] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[245,0,255]
[ID,X,Y,SIZE][ 0, 1403,   97,  234] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[234,254,255]
[ID,X,Y,SIZE][ 0, 1374,   95,  244] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[227,254,255]
[ID,X,Y,SIZE][ 0, 1336,   94,  249] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[218,255,255]
[ID,X,Y,SIZE][ 0, 1288,   91,  252] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[208,253,255]
[ID,X,Y,SIZE][ 0, 1237,   89,  253] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[205,254,255]
[ID,X,Y,SIZE][ 0, 1181,   86,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[200,253,255]
[ID,X,Y,SIZE][ 0, 1123,   81,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[198,251,255]
[ID,X,Y,SIZE][ 0, 1064,   76,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[197,251,255]
[ID,X,Y,SIZE][ 0, 1001,   69,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[193,249,255]
[ID,X,Y,SIZE][ 0,  938,   64,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[193,251,255]
