Finger touched, detecting gesture...
[ID,X,Y,SIZE][ 0, 1203,  118,  211] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[202,217,255]
[ID,X,Y,SIZE][ 0, 1198,  117,  219] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[251,255,255]
[ID,X,Y,SIZE][ 0, 1177,  111,  237] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[235,250,255]
[ID,X,Y,SIZE][ 0, 1136,  100,  246] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[215,245,255]
[ID,X,Y,SIZE][ 0, 1091,   91,  250] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[211,247,255]
[ID,X,Y,SIZE][ 0, 1044,   82,  252] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[209,247,255]
[ID,X,Y,SIZE][ 0,  995,   75,  253] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[207,249,255]
[ID,X,Y,SIZE][ 0,  944,   68,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[205,249,255]
[ID,X,Y,SIZE][ 0,  891,   63,  254] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[203,251,255]
[ID,X,Y,SIZE][ 0,  835,   60,  249] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[200,253,255]
[ID,X,Y,SIZE][ 0,  780,   61,  235] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[201,1,255]
[ID,X,Y,SIZE][ 0,  721,   64,  220] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[197,3,255]
[ID,X,Y,SIZE][ 0,  658,   72,  203] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[193,8,255]
[ID,X,Y,SIZE][ 0,  593,   77,  189] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[191,5,255]
[ID,X,Y,SIZE][ 0,  527,   75,  183] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[190,254,255]
[ID,X,Y,SIZE][ 0,  462,   67,  185] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[191,248,255]
[ID,X,Y,SIZE][ 0,  397,   55,  189] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[191,244,255]
[ID,X,Y,SIZE][ 0,  335,   41,  192] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[194,242,255]
[ID,X,Y,SIZE][ 0,  279,   32,  184] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[200,247,255]
[ID,X,Y,SIZE][ 0,  225,   27,  171] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[202,251,255]
[ID,X,Y,SIZE][ 0,  169,   26,  149] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[200,255,255]
[ID,X,Y,SIZE][ 0,  113,   28,  120] RealTime Gesture ID1[0], ID2[0], Gesture Type[4],[200,2,255]
